model	perturbation	language	task	probing_location	dev_acc	test_acc
mBERT		Italian	verbform_verb	first	93.15	90.5
mBERT		Italian	verbform_verb	last	96.7	97.95
mBERT		Latin	aspect_verb	first	85.5	81.65
mBERT		Latin	aspect_verb	last	97.95	97.45
mBERT		Latin	case_verb	first	49.601990049751244	56.881188118811885
mBERT		Latin	case_verb	last	84.4776119402985	79.5049504950495
mBERT		Latin	gender_adj	first	60.149253731343286	47.01492537313433
mBERT		Latin	gender_adj	last	76.61691542288557	74.22885572139303
mBERT		Latin	gender_noun	first	69.50248756218906	58.40796019900498
mBERT		Latin	gender_noun	last	76.51741293532338	73.83084577114428
mBERT		Latin	gender_verb	first	65.97014925373135	53.930348258706466
mBERT		Latin	gender_verb	last	80.64676616915423	72.83582089552239
mBERT		Latin	mood_verb	first	72.53731343283582	67.65
mBERT		Latin	mood_verb	last	87.11442786069651	81.15
mBERT		Latin	number_adj	first	76.2	75.05
mBERT		Latin	number_adj	last	91.35	87.35
mBERT		Latin	number_noun	first	83.85	73.15
mBERT		Latin	number_noun	last	94.25	84.65
mBERT		Latin	number_verb	first	77.2	72.0
mBERT		Latin	number_verb	last	94.2	89.6
mBERT		Latin	person_verb	first	77.81094527363184	75.02487562189056
mBERT		Latin	person_verb	last	100.0	94.82587064676618
mBERT		Latin	tense_verb	first	61.53465346534654	45.57213930348259
mBERT		Latin	tense_verb	last	81.43564356435643	68.10945273631842
mBERT		Latin	verbform_verb	first	65.4726368159204	66.71641791044776
mBERT		Latin	verbform_verb	last	92.18905472636816	86.01990049751245
mBERT		Latin	voice_verb	first	80.95	77.4
mBERT		Latin	voice_verb	last	94.85	90.2
mBERT		Latvian	case_adj	first	63.15	64.0
mBERT		Latvian	case_adj	last	89.5	92.8
mBERT		Latvian	case_noun	first	66.55	69.25
mBERT		Latvian	case_noun	last	96.9	91.9
mBERT		Latvian	case_propn	first	75.1	74.4
mBERT		Latvian	case_propn	last	94.45	95.65
mBERT		Latvian	definite_adj	first	75.65	76.3
mBERT		Latvian	definite_adj	last	95.7	93.85
mBERT		Latvian	definite_verb	first	90.9	87.05
mBERT		Latvian	definite_verb	last	97.5	94.85
mBERT		Latvian	gender_adj	first	74.05	74.1
mBERT		Latvian	gender_adj	last	89.25	86.9
mBERT		Latvian	gender_noun	first	80.6	75.65
mBERT		Latvian	gender_noun	last	91.1	87.45
mBERT		Latvian	gender_propn	first	87.2	77.9
mBERT		Latvian	gender_propn	last	94.9	89.35
mBERT		Latvian	gender_verb	first	75.5	81.5
mBERT		Latvian	gender_verb	last	93.15	95.65
mBERT		Latvian	number_adj	first	85.85	86.35
mBERT		Latvian	number_adj	last	94.4	94.45
mBERT		Latvian	number_verb	first	79.0	71.05
mBERT		Latvian	number_verb	last	92.9	92.0
mBERT		Latvian	person_verb	first	83.48258706467661	69.60199004975125
mBERT		Latvian	person_verb	last	95.62189054726369	87.71144278606965
mBERT		Latvian	polarity_verb	first	100.0	98.1
mBERT		Latvian	polarity_verb	last	92.35	88.15
mBERT		Latvian	tense_verb	first	68.90547263681592	65.32338308457712
mBERT		Latvian	tense_verb	last	89.40298507462687	85.62189054726369
mBERT		Latvian	verbform_verb	first	85.65	81.95
mBERT		Latvian	verbform_verb	last	93.3	91.1
mBERT		Latvian	voice_verb	first	91.4	91.9
mBERT		Latvian	voice_verb	last	98.35	97.25
mBERT		Lithuanian	case_noun	first	65.39215686274508	64.75490196078431
mBERT		Lithuanian	case_noun	last	93.4313725490196	94.41176470588235
mBERT		Lithuanian	gender_noun	first	81.05	80.9
mBERT		Lithuanian	gender_noun	last	90.55	87.45
mBERT		Lithuanian	number_noun	first	84.4	83.05
mBERT		Lithuanian	number_noun	last	96.05	94.2
mBERT		Lithuanian	number_verb	first	78.95	76.65
mBERT		Lithuanian	number_verb	last	89.05	88.5
mBERT		Norwegian_Bokmal	definite_adj	first	93.05	95.75
mBERT		Norwegian_Bokmal	definite_adj	last	99.5	97.75
mBERT		Norwegian_Bokmal	definite_noun	first	89.25	88.0
mBERT		Norwegian_Bokmal	definite_noun	last	99.05	99.95
mBERT		Norwegian_Bokmal	gender_noun	first	58.208955223880594	54.975124378109456
mBERT		Norwegian_Bokmal	gender_noun	last	81.64179104477611	79.80099502487562
mBERT		Norwegian_Bokmal	number_adj	first	90.2	86.2
mBERT		Norwegian_Bokmal	number_adj	last	96.5	95.25
mBERT		Norwegian_Bokmal	number_noun	first	88.55	92.25
mBERT		Norwegian_Bokmal	number_noun	last	97.9	95.45
mBERT		Norwegian_Bokmal	tense_verb	first	93.55	90.55
mBERT		Norwegian_Bokmal	tense_verb	last	99.5	98.9
mBERT		Norwegian_Bokmal	verbform_verb	first	94.07960199004977	94.87562189054727
mBERT		Norwegian_Bokmal	verbform_verb	last	99.10447761194031	99.00497512437812
mBERT		Norwegian_Nynorsk	definite_adj	first	95.95	94.4
mBERT		Norwegian_Nynorsk	definite_adj	last	98.5	97.9
mBERT		Norwegian_Nynorsk	definite_noun	first	88.9	87.85
mBERT		Norwegian_Nynorsk	definite_noun	last	99.3	98.6
mBERT		Norwegian_Nynorsk	gender_noun	first	63.53233830845771	51.74129353233832
mBERT		Norwegian_Nynorsk	gender_noun	last	85.42288557213931	84.82587064676616
mBERT		Norwegian_Nynorsk	number_adj	first	90.3	88.35
mBERT		Norwegian_Nynorsk	number_adj	last	97.3	96.05
mBERT		Norwegian_Nynorsk	number_noun	first	88.35	85.15
mBERT		Norwegian_Nynorsk	number_noun	last	93.5	92.55
mBERT		Norwegian_Nynorsk	tense_verb	first	85.15	85.85
mBERT		Norwegian_Nynorsk	tense_verb	last	97.15	95.3
mBERT		Norwegian_Nynorsk	verbform_verb	first	91.8	86.318407960199
mBERT		Norwegian_Nynorsk	verbform_verb	last	97.05	91.74129353233829
mBERT		Persian	number_noun	first	86.5	90.45
mBERT		Persian	number_noun	last	88.75	95.7
mBERT		Polish	animacy_adj	first	85.15	89.45
mBERT		Polish	animacy_adj	last	94.65	96.25
mBERT		Polish	animacy_noun	first	81.9	80.74626865671641
mBERT		Polish	animacy_noun	last	82.75	81.09452736318408
mBERT		Polish	aspect_adj	first	88.3	87.2
mBERT		Polish	aspect_adj	last	88.25	87.0
mBERT		Polish	aspect_verb	first	79.9	78.05
mBERT		Polish	aspect_verb	last	83.15	82.4
mBERT		Polish	case_adj	first	76.15	75.65
mBERT		Polish	case_adj	last	95.75	93.45
mBERT		Polish	case_propn	first	80.34653465346534	79.95
mBERT		Polish	case_propn	last	87.17821782178218	88.85
mBERT		Polish	gender_adj	first	61.59203980099502	61.54228855721393
mBERT		Polish	gender_adj	last	80.74626865671641	80.14925373134328
mBERT		Polish	gender_noun	first	75.12437810945275	78.15920398009952
mBERT		Polish	gender_noun	last	86.31840796019898	89.35323383084577
mBERT		Polish	gender_propn	first	76.86567164179104	74.6
mBERT		Polish	gender_propn	last	81.34328358208955	76.5
mBERT		Polish	gender_verb	first	87.46268656716418	86.91542288557213
mBERT		Polish	gender_verb	last	94.27860696517413	95.72139303482587
mBERT		Polish	mood_verb	first	92.55	89.3
mBERT		Polish	mood_verb	last	98.75	97.2
mBERT		Polish	number_adj	first	92.1	90.75
mBERT		Polish	number_adj	last	99.5	96.8
mBERT		Polish	number_noun	first	92.5	91.1
mBERT		Polish	number_noun	last	94.6	93.5
mBERT		Polish	number_verb	first	91.5	88.05
mBERT		Polish	number_verb	last	99.0	97.9
mBERT		Polish	person_verb	first	81.9402985074627	81.7
mBERT		Polish	person_verb	last	99.00497512437812	99.5
mBERT		Polish	subgender_adj	first	92.05	87.35
mBERT		Polish	subgender_adj	last	95.85	93.7
mBERT		Polish	tense_verb	first	79.80099502487562	77.45
mBERT		Polish	tense_verb	last	86.81592039800996	82.7
mBERT		Polish	verbform_verb	first	81.8	80.09900990099011
mBERT		Polish	verbform_verb	last	90.35	90.84158415841583
mBERT		Polish	voice_adj	first	97.15	95.3
mBERT		Polish	voice_adj	last	100.0	96.65
mBERT		Portuguese	gender_noun	first	92.65	92.85
mBERT		Portuguese	gender_noun	last	97.65	98.0
mBERT		Portuguese	gender_propn	first	91.75	78.05
mBERT		Portuguese	gender_propn	last	89.4	72.85
mBERT		Portuguese	number_noun	first	97.95	96.45
mBERT		Portuguese	number_noun	last	100.0	98.2
mBERT		Portuguese	number_verb	first	97.6	97.15
mBERT		Portuguese	number_verb	last	99.5	99.4
mBERT		Romanian	definite_noun	first	88.05	86.95
mBERT		Romanian	definite_noun	last	97.8	94.1
mBERT		Romanian	gender_adj	first	92.95	91.7
mBERT		Romanian	gender_adj	last	99.0	96.8
mBERT		Romanian	gender_noun	first	89.7	87.4
mBERT		Romanian	gender_noun	last	97.9	94.55
mBERT		Romanian	mood_verb	first	79.80099502487562	76.16915422885572
mBERT		Romanian	mood_verb	last	87.76119402985073	79.8507462686567
mBERT		Romanian	number_adj	first	89.1	93.9
mBERT		Romanian	number_adj	last	96.0	97.25
mBERT		Romanian	number_noun	first	93.5	92.4
mBERT		Romanian	number_noun	last	97.3	97.8
mBERT		Romanian	number_verb	first	79.45	74.3
mBERT		Romanian	number_verb	last	93.2	90.25
mBERT		Romanian	person_verb	first	75.5	66.51741293532339
mBERT		Romanian	person_verb	last	90.0	86.318407960199
mBERT		Romanian	tense_verb	first	68.26732673267327	64.75
mBERT		Romanian	tense_verb	last	92.62376237623762	89.55
mBERT		Romanian	verbform_verb	first	90.35	79.95
mBERT		Romanian	verbform_verb	last	96.85	90.45
mBERT		Russian	animacy_adj	first	93.25	89.8
mBERT		Russian	animacy_adj	last	95.05	95.75
mBERT		Russian	animacy_noun	first	88.65	88.45
mBERT		Russian	animacy_noun	last	90.45	90.25
mBERT		Russian	animacy_propn	first	92.15	92.5
mBERT		Russian	animacy_propn	last	93.9	93.8
mBERT		Russian	aspect_verb	first	78.4	77.95
mBERT		Russian	aspect_verb	last	88.65	81.9
mBERT		Russian	case_adj	first	77.79411764705881	76.47058823529412
mBERT		Russian	case_adj	last	94.31372549019609	91.81372549019606
mBERT		Russian	case_noun	first	81.27450980392157	75.58823529411765
mBERT		Russian	case_noun	last	94.50980392156863	89.26470588235296
mBERT		Russian	case_propn	first	77.99019607843137	73.87254901960783
mBERT		Russian	case_propn	last	81.81372549019609	86.51960784313727
mBERT		Russian	case_verb	first	72.69607843137256	68.08823529411765
mBERT		Russian	case_verb	last	93.57843137254902	91.02941176470586
mBERT		Russian	gender_adj	first	74.32835820895522	68.1094527363184
mBERT		Russian	gender_adj	last	92.98507462686567	90.8955223880597
mBERT		Russian	gender_noun	first	80.39800995024875	75.07462686567165
mBERT		Russian	gender_noun	last	89.9502487562189	88.45771144278606
mBERT		Russian	gender_propn	first	81.94029850746269	66.46766169154229
mBERT		Russian	gender_propn	last	83.48258706467661	79.00497512437812
mBERT		Russian	gender_verb	first	86.318407960199	77.01492537313433
mBERT		Russian	gender_verb	last	98.45771144278606	93.03482587064677
mBERT		Russian	mood_verb	first	88.95	89.0
mBERT		Russian	mood_verb	last	93.7	97.2
mBERT		Russian	number_adj	first	95.0	95.45
mBERT		Russian	number_adj	last	100.0	98.15
mBERT		Russian	number_noun	first	93.8	93.7
mBERT		Russian	number_noun	last	98.5	95.1
mBERT		Russian	number_verb	first	91.05	91.25
mBERT		Russian	number_verb	last	99.2	97.55
mBERT		Russian	person_verb	first	87.01492537313433	80.49751243781094
mBERT		Russian	person_verb	last	98.50746268656715	99.00497512437812
mBERT		Russian	tense_verb	first	81.24378109452735	77.2636815920398
mBERT		Russian	tense_verb	last	90.69651741293532	91.34328358208954
mBERT		Russian	verbform_verb	first	95.4	89.8
mBERT		Russian	verbform_verb	last	99.5	98.45
mBERT		Russian	voice_verb	first	88.60696517412934	79.90049751243782
mBERT		Russian	voice_verb	last	96.01990049751245	91.79104477611942
mBERT		Serbian	case_noun	first	72.61083743842364	74.22885572139303
mBERT		Serbian	case_noun	last	93.10344827586206	92.7363184079602
mBERT		Serbian	gender_adj	first	67.31343283582089	62.7860696517413
mBERT		Serbian	gender_adj	last	86.41791044776119	83.63184079601992
mBERT		Serbian	gender_noun	first	80.64676616915423	80.49751243781094
mBERT		Serbian	gender_noun	last	87.16417910447763	89.15422885572139
mBERT		Serbian	number_adj	first	87.2	85.7
mBERT		Serbian	number_adj	last	97.4	96.9
mBERT		Serbian	number_noun	first	91.95	90.1
mBERT		Serbian	number_noun	last	96.4	94.85
mBERT		Serbian	number_verb	first	91.4	84.1
mBERT		Serbian	number_verb	last	98.4	96.4
mBERT		Slovak	animacy_adj	first	83.0	89.45
mBERT		Slovak	animacy_adj	last	96.3	95.65
mBERT		Slovak	animacy_noun	first	94.9	91.95
mBERT		Slovak	animacy_noun	last	97.1	96.3
mBERT		Slovak	aspect_verb	first	80.25	78.55
mBERT		Slovak	aspect_verb	last	88.6	87.5
mBERT		Slovak	case_noun	first	74.75490196078431	72.25490196078431
mBERT		Slovak	case_noun	last	94.75490196078432	94.70588235294119
mBERT		Slovak	gender_adj	first	59.850746268656714	56.517412935323385
mBERT		Slovak	gender_adj	last	83.43283582089552	78.70646766169156
mBERT		Slovak	gender_noun	first	78.45771144278606	76.3681592039801
mBERT		Slovak	gender_noun	last	92.43781094527364	90.34825870646767
mBERT		Slovak	gender_verb	first	74.32835820895522	71.15
mBERT		Slovak	gender_verb	last	90.39800995024875	86.0
mBERT		Slovak	number_adj	first	91.1	86.6
mBERT		Slovak	number_adj	last	99.45	98.4
mBERT		Slovak	number_noun	first	90.95	92.8
mBERT		Slovak	number_noun	last	96.75	96.9
mBERT		Slovak	number_verb	first	90.3	86.8
mBERT		Slovak	number_verb	last	99.65	98.55
mBERT		Slovak	tense_verb	first	94.5	95.0
mBERT		Slovak	tense_verb	last	99.5	100.0
mBERT		Slovak	verbform_verb	first	91.69154228855722	95.5
mBERT		Slovak	verbform_verb	last	99.05472636815921	100.0
mBERT		Slovenian	aspect_verb	first	81.9	76.75
mBERT		Slovenian	aspect_verb	last	84.3	83.5
mBERT		Slovenian	case_adj	first	68.95522388059703	66.51741293532338
mBERT		Slovenian	case_adj	last	95.12437810945273	93.58208955223881
mBERT		Slovenian	case_noun	first	68.0392156862745	70.49019607843138
mBERT		Slovenian	case_noun	last	90.34313725490198	93.08823529411764
mBERT		Slovenian	gender_adj	first	56.01990049751244	53.383084577114424
mBERT		Slovenian	gender_adj	last	82.83582089552239	78.75621890547264
mBERT		Slovenian	gender_noun	first	77.06467661691542	68.955223880597
mBERT		Slovenian	gender_noun	last	90.49751243781095	83.18407960199006
mBERT		Slovenian	number_adj	first	89.3	90.45
mBERT		Slovenian	number_adj	last	99.4	96.1
mBERT		Slovenian	person_verb	first	82.0	75.02487562189054
mBERT		Slovenian	person_verb	last	99.5	94.87562189054728
mBERT		Slovenian	verbform_verb	first	90.9950248756219	90.9950248756219
mBERT		Slovenian	verbform_verb	last	100.0	98.40796019900498
mBERT		Spanish	gender_adj	first	91.15	94.35
mBERT		Spanish	gender_adj	last	100.0	96.25
mBERT		Spanish	gender_noun	first	95.4	93.9
mBERT		Spanish	gender_noun	last	98.5	95.4
mBERT		Spanish	number_adj	first	97.15	96.4
mBERT		Spanish	number_adj	last	100.0	100.0
mBERT		Spanish	number_noun	first	98.15	97.0
mBERT		Spanish	number_noun	last	99.5	98.3
mBERT		Spanish	number_verb	first	94.75	95.2
mBERT		Spanish	number_verb	last	99.3	99.5
mBERT		Spanish	tense_verb	first	76.7	71.35
mBERT		Spanish	tense_verb	last	98.3	90.35
mBERT		Spanish	verbform_verb	first	88.65	87.75
mBERT		Spanish	verbform_verb	last	95.5	97.9
mBERT		Swedish	case_noun	first	93.15	87.3
mBERT		Swedish	case_noun	last	99.75	99.4
mBERT		Swedish	definite_adj	first	86.6	89.5
mBERT		Swedish	definite_adj	last	94.05	94.7
mBERT		Swedish	definite_noun	first	91.2	87.2
mBERT		Swedish	definite_noun	last	97.7	97.1
mBERT		Swedish	gender_noun	first	77.5	78.65
mBERT		Swedish	gender_noun	last	91.45	88.8
mBERT		Swedish	number_adj	first	86.25	90.15
mBERT		Swedish	number_adj	last	97.5	95.25
mBERT		Swedish	number_noun	first	88.05	88.05
mBERT		Swedish	number_noun	last	92.35	92.5
mBERT		Swedish	tense_verb	first	93.95	91.25
mBERT		Swedish	tense_verb	last	100.0	99.05
mBERT		Swedish	voice_verb	first	90.5	87.7
mBERT		Swedish	voice_verb	last	98.4	95.55
mBERT		Turkish	aspect_verb	first	76.66666666666667	72.08955223880598
mBERT		Turkish	aspect_verb	last	93.28358208955225	93.03482587064676
mBERT		Turkish	case_noun	first	52.118226600985224	52.06896551724138
mBERT		Turkish	case_noun	last	95.51724137931036	93.49753694581281
mBERT		Turkish	number_noun	first	93.5	94.15
mBERT		Turkish	number_noun	last	95.0	96.95
mBERT		Turkish	number_verb	first	71.9	77.3
mBERT		Turkish	number_verb	last	96.1	98.15
mBERT		Turkish	person_verb	first	61.59203980099503	61.85
mBERT		Turkish	person_verb	last	93.63184079601993	93.65
mBERT		Turkish	polarity_verb	first	78.35	75.9
mBERT		Turkish	polarity_verb	last	85.2	82.85
mBERT		Turkish	verbform_verb	first	80.29850746268657	80.59701492537314
mBERT		Turkish	verbform_verb	last	97.51243781094527	94.42786069651743
mBERT		Ukrainian	animacy_noun	first	91.45	89.05
mBERT		Ukrainian	animacy_noun	last	92.5	92.45
mBERT		Ukrainian	aspect_verb	first	78.85	80.05
mBERT		Ukrainian	aspect_verb	last	86.75	89.1
mBERT		Ukrainian	case_adj	first	82.7	79.95
mBERT		Ukrainian	case_adj	last	96.5	95.9
mBERT		Ukrainian	case_noun	first	77.83251231527095	78.57843137254902
mBERT		Ukrainian	case_noun	last	90.83743842364531	91.96078431372548
mBERT		Ukrainian	gender_adj	first	70.64676616915422	71.24378109452736
mBERT		Ukrainian	gender_adj	last	90.34825870646766	88.1592039800995
mBERT		Ukrainian	gender_noun	first	78.50746268656717	79.65174129353233
mBERT		Ukrainian	gender_noun	last	88.05970149253731	93.08457711442786
mBERT		Ukrainian	number_adj	first	93.7	92.55
mBERT		Ukrainian	number_adj	last	99.5	99.5
mBERT		Ukrainian	number_verb	first	92.65	90.5
mBERT		Ukrainian	number_verb	last	97.75	97.15
mBERT		Ukrainian	tense_verb	first	81.09452736318408	75.5223880597015
mBERT		Ukrainian	tense_verb	last	92.38805970149254	87.66169154228855
mBERT		Urdu	case_noun	first	80.2	82.35
mBERT		Urdu	case_noun	last	88.55	88.15
mBERT		Urdu	case_propn	first	80.55	80.65
mBERT		Urdu	case_propn	last	84.55	86.45
mBERT		Urdu	gender_noun	first	75.05	74.95
mBERT		Urdu	gender_noun	last	78.65	76.45
mBERT		Urdu	number_noun	first	91.7	85.4
mBERT		Urdu	number_noun	last	97.25	92.85
swLSTM		Afrikaans	number_noun	first	77.0	70.5
swLSTM		Afrikaans	number_noun	last	85.5	85.0
swLSTM		Albanian	case_noun	first	67.0	60.5
swLSTM		Albanian	case_noun	last	69.5	65.0
swLSTM		Albanian	case_propn	first	74.6268656716418	80.0
swLSTM		Albanian	case_propn	last	82.08955223880598	84.0
swLSTM		Albanian	definite_noun	first	78.5	80.5
swLSTM		Albanian	definite_noun	last	86.0	86.0
swLSTM		Albanian	gender_noun	first	68.5	68.0
swLSTM		Albanian	gender_noun	last	77.0	82.0
swLSTM		Albanian	gender_propn	first	75.0	72.0
swLSTM		Albanian	gender_propn	last	80.5	73.5
swLSTM		Albanian	number_noun	first	82.0	80.5
swLSTM		Albanian	number_noun	last	87.5	86.5
swLSTM		Albanian	number_verb	first	76.0	73.5
swLSTM		Albanian	number_verb	last	86.5	86.5
swLSTM		Arabic	aspect_verb	first	94.0	89.5
swLSTM		Arabic	aspect_verb	last	94.0	88.0
swLSTM		Arabic	case_adj	first	71.64179104477611	69.15422885572139
swLSTM		Arabic	case_adj	last	68.65671641791045	63.681592039801
swLSTM		Arabic	case_noun	first	67.16417910447761	60.69651741293532
swLSTM		Arabic	case_noun	last	70.1492537313433	69.65174129353234
swLSTM		Arabic	definite_noun	first	83.5820895522388	76.11940298507463
swLSTM		Arabic	definite_noun	last	85.07462686567165	74.6268656716418
swLSTM		Arabic	gender_adj	first	85.5	89.5
swLSTM		Arabic	gender_adj	last	92.0	89.0
swLSTM		Arabic	gender_verb	first	92.0	90.0
swLSTM		Arabic	gender_verb	last	96.5	90.5
swLSTM		Armenian	animacy_noun	first	73.5	79.5
swLSTM		Armenian	animacy_noun	last	79.0	75.5
swLSTM		Armenian	definite_noun	first	89.0	89.5
swLSTM		Armenian	definite_noun	last	98.5	98.0
swLSTM		Armenian	subcat_verb	first	80.0	66.0
swLSTM		Armenian	subcat_verb	last	82.5	77.5
swLSTM		Basque	case_noun	first	71.77033492822966	68.42105263157895
swLSTM		Basque	case_noun	last	89.47368421052632	84.688995215311
swLSTM		Basque	definite_noun	first	72.0	68.5
swLSTM		Basque	definite_noun	last	76.5	76.0
swLSTM		Basque	number_noun	first	82.0	78.0
swLSTM		Basque	number_noun	last	89.0	88.0
swLSTM		Bulgarian	aspect_verb	first	81.0	80.5
swLSTM		Bulgarian	aspect_verb	last	82.0	83.0
swLSTM		Bulgarian	definite_adj	first	91.0	88.5
swLSTM		Bulgarian	definite_adj	last	97.5	94.5
swLSTM		Bulgarian	definite_noun	first	84.5	81.5
swLSTM		Bulgarian	definite_noun	last	94.5	90.5
swLSTM		Bulgarian	gender_adj	first	89.55223880597015	83.08457711442786
swLSTM		Bulgarian	gender_adj	last	94.5273631840796	94.02985074626866
swLSTM		Bulgarian	gender_noun	first	65.67164179104478	62.68656716417911
swLSTM		Bulgarian	gender_noun	last	80.59701492537313	76.61691542288557
swLSTM		Bulgarian	number_adj	first	88.5	93.0
swLSTM		Bulgarian	number_adj	last	96.5	96.0
swLSTM		Bulgarian	number_verb	first	90.0	87.5
swLSTM		Bulgarian	number_verb	last	96.0	91.0
swLSTM		Bulgarian	person_verb	first	84.0	83.08457711442786
swLSTM		Bulgarian	person_verb	last	92.5	89.55223880597015
swLSTM		Bulgarian	tense_verb	first	83.5	77.11442786069652
swLSTM		Bulgarian	tense_verb	last	89.0	80.09950248756219
swLSTM		Bulgarian	verbform_verb	first	94.0	91.5
swLSTM		Bulgarian	verbform_verb	last	96.0	93.5
swLSTM		Bulgarian	voice_verb	first	94.5	92.0
swLSTM		Bulgarian	voice_verb	last	98.0	97.5
swLSTM		Catalan	gender_adj	first	90.0	90.0
swLSTM		Catalan	gender_adj	last	93.0	94.0
swLSTM		Catalan	gender_noun	first	84.5	84.0
swLSTM		Catalan	gender_noun	last	88.0	87.0
swLSTM		Catalan	mood_verb	first	93.0	88.5
swLSTM		Catalan	mood_verb	last	95.5	94.5
swLSTM		Catalan	number_adj	first	91.5	90.0
swLSTM		Catalan	number_adj	last	96.0	98.0
swLSTM		Catalan	number_noun	first	89.0	90.5
swLSTM		Catalan	number_noun	last	95.5	95.0
swLSTM		Catalan	number_verb	first	92.0	89.5
swLSTM		Catalan	number_verb	last	96.5	93.0
swLSTM		Catalan	tense_verb	first	88.0	87.0
swLSTM		Catalan	tense_verb	last	90.0	89.0
swLSTM		Catalan	verbform_verb	first	92.07920792079209	88.61386138613861
swLSTM		Catalan	verbform_verb	last	93.06930693069307	93.56435643564356
swLSTM		Croatian	case_adj	first	65.5	64.85148514851485
swLSTM		Croatian	case_adj	last	76.0	72.77227722772277
swLSTM		Croatian	case_noun	first	61.57635467980296	54.41176470588235
swLSTM		Croatian	case_noun	last	66.50246305418719	65.19607843137256
swLSTM		Croatian	definite_adj	first	87.5	85.5
swLSTM		Croatian	definite_adj	last	95.0	95.0
swLSTM		Croatian	gender_adj	first	66.16915422885572	52.23880597014925
swLSTM		Croatian	gender_adj	last	80.09950248756219	63.681592039801
swLSTM		Croatian	gender_noun	first	59.20398009950249	59.70149253731343
swLSTM		Croatian	gender_noun	last	67.16417910447761	64.17910447761194
swLSTM		Croatian	number_adj	first	80.0	77.5
swLSTM		Croatian	number_adj	last	82.5	86.5
swLSTM		Croatian	number_noun	first	77.5	69.0
swLSTM		Croatian	number_noun	last	79.5	80.5
swLSTM		Croatian	number_verb	first	86.5	78.0
swLSTM		Croatian	number_verb	last	94.5	88.5
swLSTM		Croatian	tense_verb	first	92.5	90.0
swLSTM		Croatian	tense_verb	last	95.0	97.5
swLSTM		Croatian	verbform_verb	first	88.55721393034825	89.05472636815921
swLSTM		Croatian	verbform_verb	last	96.51741293532339	95.02487562189056
swLSTM		Czech	animacy_adj	first	64.0	65.5
swLSTM		Czech	animacy_adj	last	73.0	66.0
swLSTM		Czech	animacy_noun	first	72.0	65.5
swLSTM		Czech	animacy_noun	last	75.0	69.5
swLSTM		Czech	animacy_propn	first	74.0	71.5
swLSTM		Czech	animacy_propn	last	72.5	71.5
swLSTM		Czech	animacy_verb	first	90.0	85.0
swLSTM		Czech	animacy_verb	last	92.5	93.0
swLSTM		Czech	aspect_adj	first	88.5	87.0
swLSTM		Czech	aspect_adj	last	89.5	88.0
swLSTM		Czech	aspect_verb	first	79.5	74.5
swLSTM		Czech	aspect_verb	last	83.0	82.0
swLSTM		Czech	case_adj	first	65.68627450980392	61.274509803921575
swLSTM		Czech	case_adj	last	70.58823529411765	70.09803921568627
swLSTM		Czech	case_propn	first	70.09803921568627	62.745098039215684
swLSTM		Czech	case_propn	last	71.56862745098039	65.19607843137256
swLSTM		Czech	degree_adj	first	99.0	99.0
swLSTM		Czech	degree_adj	last	100.0	99.5
swLSTM		Czech	gender_adj	first	52.23880597014925	49.75124378109453
swLSTM		Czech	gender_adj	last	63.18407960199005	57.2139303482587
swLSTM		Czech	gender_noun	first	57.2139303482587	50.24875621890548
swLSTM		Czech	gender_noun	last	68.65671641791045	62.68656716417911
swLSTM		Czech	gender_propn	first	49.75124378109453	45.27363184079602
swLSTM		Czech	gender_propn	last	56.21890547263681	56.21890547263681
swLSTM		Czech	gender_verb	first	83.5820895522388	70.64676616915423
swLSTM		Czech	gender_verb	last	87.56218905472637	83.08457711442786
swLSTM		Czech	mood_verb	first	95.5	85.0
swLSTM		Czech	mood_verb	last	96.5	90.0
swLSTM		Czech	nametype_propn	first	35.960591133004925	29.5
swLSTM		Czech	nametype_propn	last	41.87192118226601	33.0
swLSTM		Czech	number_adj	first	79.5	82.5
swLSTM		Czech	number_adj	last	84.5	83.5
swLSTM		Czech	number_noun	first	79.0	72.0
swLSTM		Czech	number_noun	last	85.0	74.5
swLSTM		Czech	number_propn	first	67.0	70.0
swLSTM		Czech	number_propn	last	82.5	75.5
swLSTM		Czech	number_verb	first	82.0	83.5
swLSTM		Czech	number_verb	last	87.0	88.5
swLSTM		Czech	person_verb	first	91.54228855721394	87.06467661691542
swLSTM		Czech	person_verb	last	97.51243781094527	94.5273631840796
swLSTM		Czech	polarity_adj	first	99.0	96.5
swLSTM		Czech	polarity_adj	last	93.5	93.5
swLSTM		Czech	polarity_verb	first	97.0	98.5
swLSTM		Czech	polarity_verb	last	96.5	95.0
swLSTM		Czech	voice_adj	first	100.0	100.0
swLSTM		Czech	voice_adj	last	100.0	99.5
swLSTM		Danish	definite_noun	first	87.0	80.0
swLSTM		Danish	definite_noun	last	91.0	85.0
swLSTM		Danish	gender_noun	first	74.5	69.5
swLSTM		Danish	gender_noun	last	79.0	74.5
swLSTM		Danish	number_noun	first	71.5	72.5
swLSTM		Danish	number_noun	last	81.0	79.0
swLSTM		Danish	tense_verb	first	86.5	80.0
swLSTM		Danish	tense_verb	last	93.0	85.0
swLSTM		Danish	verbform_verb	first	85.57213930348259	81.09452736318407
swLSTM		Danish	verbform_verb	last	88.55721393034825	82.58706467661692
swLSTM		Dutch	gender_noun	first	76.5	75.5
swLSTM		Dutch	gender_noun	last	82.0	78.0
swLSTM		Dutch	gender_propn	first	67.0	64.5
